battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,battery_power_scaled,clock_speed_scaled,fc_scaled,int_memory_scaled,m_dep_scaled,mobile_wt_scaled,n_cores_scaled,pc_scaled,px_height_scaled,px_width_scaled,ram_scaled,sc_h_scaled,sc_w_scaled,talk_time_scaled,CatRam,SqPx,Perfomance
894,0,2.1,1,16,0,16,0.7,168,8,20,286,1300,3377,5,1,6,1,1,1,2,-0.7842293677553387,0.7082003810607219,2.6934412606109417,-0.8845346226151768,0.6875481622004737,0.7841302530769236,1.5212493854529545,1.6631757945078938,-0.8094036558896596,0.112208902660484,1.1552164625629262,-1.7346077198723144,-1.094526401978412,-0.9173305853652978,3,371800,13.3978515625
926,1,0.8,0,6,1,59,0.8,161,7,14,84,793,256,18,7,2,1,0,1,0,-0.7113875907007804,-0.8853270882234643,0.38948397853494693,1.4857634967536948,1.0343568190481278,0.5863387583005745,1.0840459408623655,0.6735338282216478,-1.2646971567019814,-1.0611539998932262,-1.7227113732614343,1.351671669485119,0.2831028012669145,-1.6495840959342845,0,66612,8.05
1884,0,2.1,1,7,1,43,0.8,185,1,18,451,819,3619,14,8,7,1,1,1,3,1.469313109870059,0.7082003810607219,0.6198797067425464,0.6037921035001611,1.0343568190481278,1.2644810261052,-1.5391747266811688,1.333295139079145,-0.43750549928553534,-1.0009815433520102,1.3783688291984582,0.40204724199052416,0.5127076684744689,-0.7342672077230512,3,369369,6.6341796875
1261,0,0.5,0,3,1,52,0.3,86,2,9,605,1429,1365,9,3,16,1,0,1,1,0.051174762839126864,-1.253064196519815,-0.3017032060878515,1.0999010122052737,-0.6996864651901419,-1.5328558285888803,-1.1019712820905798,-0.15116781035022395,-0.09040055312168604,0.4107568601149783,-0.7000833790514965,-0.7849832923777195,-0.6353166675633032,0.9133031910571687,1,864545,3.8330078125
1648,1,0.5,0,1,1,17,0.9,142,2,3,1119,1238,1184,6,2,2,1,0,1,1,0.9321050040926914,-1.253064196519815,-0.7624946625030504,-0.8294114105368309,1.3811654758957816,0.049476129621912605,-1.1019712820905798,-1.14080977663647,1.0681185529057071,-0.031279262937800076,-0.8669865954193944,-1.4972016129986656,-0.8649215347708576,-1.6495840959342845,1,1385322,3.65625
618,0,1.1,0,11,1,45,0.2,188,3,20,1175,1586,2339,19,2,10,1,1,0,2,-1.4124896948509043,-0.5175899799271135,1.5414626195729444,0.7140385276568528,-1.0464951220377958,1.3492488095807782,-0.6647678374999907,1.6631757945078938,1.1943385333289251,0.774105924613859,0.19805879079564445,1.5890777763587678,-0.8649215347708576,-0.18507707479631122,2,1863550,6.3841796875
798,0,2.4,0,5,0,4,0.2,96,3,9,526,643,2965,15,7,14,1,1,0,2,-1.0027546989190137,1.0759374893570723,0.15908825032734747,-1.546013167555327,-1.0464951220377958,-1.250296550336953,-0.6647678374999907,-0.15116781035022395,-0.26846088264729706,-1.4083027876310101,0.7753041689520205,0.6394533488641729,0.2831028012669145,0.5471764357726754,2,338218,8.2955078125
936,1,2.3,0,5,1,57,0.2,129,2,6,657,938,2049,12,8,5,1,1,0,1,-0.6886245353712309,0.9533584532582887,0.15908825032734747,1.375517072597003,-1.0464951220377958,-0.3178509321055929,-1.1019712820905798,-0.6459887934933469,0.026803714414159185,-0.7255768384133682,-0.069355202279993,-0.07276497175677328,0.5127076684744689,-1.1003939630075446,1,616266,6.3009765625
802,1,2.4,1,1,0,45,0.8,157,3,9,1299,1633,3713,8,3,8,0,0,0,3,-0.9936494767871938,1.0759374893570723,-0.7624946625030504,0.7140385276568528,1.0343568190481278,0.47331504699980353,-0.6647678374999907,-0.15116781035022395,1.473825632837479,0.8828792114383647,1.4650478476436648,-1.0223893992513682,-0.6353166675633032,-0.5512038300808045,3,2121267,9.0259765625
1485,1,0.9,1,0,1,28,0.8,158,5,1,371,1023,3241,14,11,11,1,1,0,3,0.561067202221035,-0.7627480521246808,-0.9928903907106499,-0.22305607767502658,1.0343568190481278,0.5015709748249962,0.20963905168118738,-1.4706904320652185,-0.6178197570329895,-0.528859192028624,1.029808520982627,0.40204724199052416,1.2015222700971322,-0.002013697154064573,3,379533,9.0650390625
1276,1,2.9,1,2,0,53,0.3,130,2,3,217,735,3798,19,10,8,1,1,1,3,0.08531934583345108,1.6888326698509901,-0.532098934295451,1.1550242242836197,-0.6996864651901419,-0.28959500428040014,-1.1019712820905798,-1.14080977663647,-0.9649247031968389,-1.1953848644851692,1.5434278111313515,1.5890777763587678,0.9719174028895778,-0.5512038300808045,3,159495,8.608984375
1339,1,0.5,1,10,1,21,0.5,80,4,11,833,1441,867,8,3,3,1,1,0,0,0.22872659440961274,-1.253064196519815,1.311066891365345,-0.6089185622234475,-0.006069151494834045,-1.7023913955400367,-0.22756439290940167,0.17871284507852472,0.4234950814585584,0.438528763134001,-1.1592977533675912,-1.0223893992513682,-0.6353166675633032,-1.4665207182920377,0,1200353,5.3466796875
1331,1,1.6,0,0,0,16,0.5,165,2,7,1109,1226,1026,13,5,20,1,0,1,1,0.21051615014597316,0.0953052005668042,-0.9928903907106499,-0.8845346226151768,-0.006069151494834045,0.6993624696013454,-1.1019712820905798,-0.4810484657789726,1.0455792706872753,-0.059051165956822804,-1.0126811157847417,0.16464113511687545,-0.1761069331481943,1.6455567016261552,0,1359634,4.601953125
508,1,1.3,0,1,0,50,0.7,82,5,9,102,1195,2175,14,4,14,0,0,1,1,-1.6628833034759483,-0.2724319077295465,-0.7624946625030504,0.9896545880485821,0.6875481622004737,-1.6458795398896513,0.20963905168118738,-0.15116781035022395,-1.2241264487088042,-0.13079524875596485,0.04683156712528396,0.40204724199052416,-0.4057118003557487,0.5471764357726754,1,121890,8.4240234375
1620,0,2.6,1,6,0,5,0.9,186,6,18,434,1339,1086,18,14,13,1,0,0,1,0.8683684491699529,1.3210955615546396,0.38948397853494693,-1.490889955476981,1.3811654758957816,1.2927369539303928,0.6468424962717764,1.333295139079145,-0.47582227905686936,0.20246758747230786,-0.9573540827346098,1.351671669485119,1.8903368717197957,0.3641130581304287,0,581126,9.660546875
1938,1,0.5,1,5,0,44,0.5,121,2,9,1299,1935,3497,18,10,18,0,1,0,3,1.592233608649626,-1.253064196519815,0.15908825032734747,0.658915315578507,-0.006069151494834045,-0.5438983547071348,-1.1019712820905798,-0.15116781035022395,1.473825632837479,1.5818054374171033,1.26587052866319,1.351671669485119,0.9719174028895778,1.279429946341662,3,2513565,5.9150390625
1996,0,2.5,0,5,1,51,0.4,122,4,9,671,1445,2236,8,7,12,1,0,1,2,1.724259329561013,1.198516525455856,0.15908825032734747,1.044777800126928,-0.3528778083424879,-0.515642426881942,-0.22756439290940167,-0.15116781035022395,0.058358709519963664,0.44778606414034194,0.10308071739291805,-1.0223893992513682,0.2831028012669145,0.18104968048818207,2,969595,8.68359375
995,0,1.3,1,1,0,10,0.1,104,4,3,258,1889,609,11,3,5,1,0,1,0,-0.5543225089268891,-0.2724319077295465,-0.7624946625030504,-1.2152738950852517,-1.3933037788854497,-1.024249127735411,-0.22756439290940167,-1.14080977663647,-0.8725136461012686,1.4753464758441828,-1.3972039954831583,-0.310171078630422,-0.6353166675633032,-1.1003939630075446,0,487362,5.8947265625
1092,0,2.7,1,8,0,45,0.8,185,1,10,1404,1424,1303,12,3,20,0,1,1,1,-0.3335208722302592,1.4436745976534233,0.8502754349501459,0.7140385276568528,1.0343568190481278,1.2644810261052,-1.5391747266811688,0.013772517364150388,1.7104880961310127,0.3991852338570522,-0.7572546465366328,-0.07276497175677328,-0.6353166675633032,1.6455567016261552,1,1999296,4.9724609375
1086,1,1.7,1,0,1,43,0.2,111,6,1,56,1150,3285,11,5,17,1,1,0,2,-0.3471787054279889,0.21788423666558757,-0.9928903907106499,0.6037921035001611,-1.0464951220377958,-0.826457632959062,0.6468424962717764,-1.4706904320652185,-1.3278071469135904,-0.23493988507730007,1.0703816785527238,-0.310171078630422,-0.1761069331481943,1.0963665686994153,3,64400,10.9080078125
1018,1,0.7,1,7,0,63,0.1,155,5,18,856,883,3048,10,3,2,0,0,1,2,-0.5019674816689252,-1.007906124322248,0.6198797067425464,1.706256345067078,-1.3933037788854497,0.4168031913494181,0.20963905168118738,1.333295139079145,0.47533543056095146,-0.8528647272505557,0.851839898004703,-0.5475771855040708,-0.6353166675633032,-1.6495840959342845,3,755848,8.6765625
1322,0,2.3,1,1,1,35,0.1,157,1,3,443,708,3684,15,8,6,1,0,0,3,0.19002940034937865,0.9533584532582887,-0.7624946625030504,0.16280640687339437,-1.3933037788854497,0.47331504699980353,-1.5391747266811688,-1.14080977663647,-0.45553692506028076,-1.2578716462779704,1.438306448336101,0.6394533488641729,0.5127076684744689,-0.9173305853652978,3,313644,6.89765625
545,0,0.5,0,0,1,11,0.3,131,3,1,381,1452,616,15,6,19,1,1,1,0,-1.5786599987566152,-1.253064196519815,-0.9928903907106499,-1.160150683006906,-0.6996864651901419,-0.26133907645520743,-0.6647678374999907,-1.4706904320652185,-0.5952804748145578,0.46398634090143853,-1.3907491749606429,0.6394533488641729,0.053497934059360104,1.4624933239839086,0,553212,4.1015625
1864,0,1.9,1,2,0,57,0.1,181,6,6,1279,1793,3586,19,9,8,0,0,1,3,1.42378699921096,0.4630423088631546,-0.532098934295451,1.375517072597003,-1.3933037788854497,1.1514573148044291,0.6468424962717764,-0.6459887934933469,1.4287470684006156,1.253171251692001,1.3479389610208856,1.5890777763587678,0.7423125356820234,-0.5512038300808045,3,2293247,11.401953125
554,1,1.3,0,0,0,12,0.1,105,6,10,85,806,3764,10,7,4,0,1,1,2,-1.5581732489600209,-0.2724319077295465,-0.9928903907106499,-1.1050274709285601,-1.3933037788854497,-0.9959931999102184,0.6468424962717764,0.013772517364150388,-1.2624432284801383,-1.0310677716226182,1.5120758257362767,-0.5475771855040708,0.2831028012669145,-1.2834573406497911,3,68510,10.97578125
1944,1,0.5,0,1,1,26,0.5,92,4,9,313,712,2322,19,8,7,1,0,1,2,1.6058914418473558,-1.253064196519815,-0.7624946625030504,-0.3333025018317183,-0.006069151494834045,-1.3633202616377238,-0.22756439290940167,-0.15116781035022395,-0.7485475938998938,-1.2486143452716296,0.1823827980981071,1.5890777763587678,0.5127076684744689,-0.7342672077230512,2,222856,6.767578125
1264,0,2.9,1,2,1,34,0.2,171,3,3,562,849,419,7,4,3,1,1,1,0,0.05800367943799171,1.6888326698509901,-0.532098934295451,0.10768319479504852,-1.0464951220377958,0.8688980365525018,-0.6647678374999907,-1.14080977663647,-0.18731946666094265,-0.9315517858044534,-1.5724062668085759,-1.259795506125017,-0.4057118003557487,-1.4665207182920377,0,477138,6.3091796875
581,0,0.6,0,5,1,56,0.2,180,2,10,523,565,354,10,4,13,1,1,1,0,-1.4967129995702373,-1.1304851604210315,0.15908825032734747,1.3203938605186571,-1.0464951220377958,1.1232013869792363,-1.1019712820905798,0.013772517364150388,-0.2752226673128266,-1.5888201572546579,-1.632343885946219,-0.5475771855040708,-0.4057118003557487,0.3641130581304287,0,295495,2.945703125
1030,0,1.6,1,3,1,58,0.2,138,6,20,1111,1812,2858,6,2,18,1,1,1,3,-0.47465181527346595,0.0953052005668042,-0.3017032060878515,1.430640284675349,-1.0464951220377958,-0.06354758167885831,0.6468424962717764,1.6631757945078938,1.0500871271309618,1.2971434314721204,0.6766376266792853,-1.4972016129986656,-0.8649215347708576,1.279429946341662,2,2013132,10.391015625
1020,1,0.7,1,3,1,27,0.7,128,4,4,919,1482,3204,18,1,9,1,0,1,3,-0.4974148706030154,-1.007906124322248,-0.3017032060878515,-0.2781792897533724,0.6875481622004737,-0.3461068599307856,-0.22756439290940167,-0.9758694489220956,0.6173329085370717,0.5334160984489954,0.9956901839350458,1.351671669485119,-1.094526401978412,-0.36814045243855786,3,1361958,7.82890625
1432,1,1.7,1,6,1,39,0.3,164,4,18,209,947,504,14,4,10,1,1,0,0,0.4404230089744228,0.21788423666558757,0.38948397853494693,0.38329925518677777,-0.6996864651901419,0.6711065417761527,-0.22756439290940167,1.333295139079145,-0.9829561289715842,-0.7047479111491012,-1.4940263033208891,0.40204724199052416,-0.4057118003557487,-0.18507707479631122,0,197923,6.1921875
1936,0,1.3,0,2,0,44,0.1,139,3,3,570,1021,1400,17,7,3,0,0,1,1,1.5876809975837163,-0.2724319077295465,-0.532098934295451,0.658915315578507,-1.3933037788854497,-0.03529165385366558,-0.6647678374999907,-1.14080977663647,-0.16928804088619726,-0.5334878425317944,-0.6678092764389196,1.1142655626114704,0.2831028012669145,-1.4665207182920377,1,581970,5.6671875
558,1,2.8,0,1,1,49,0.8,142,5,4,997,1605,392,10,5,8,1,1,1,0,-1.5490680268282009,1.5662536337522064,-0.7624946625030504,0.9345313759702363,1.0343568190481278,0.049476129621912605,0.20963905168118738,-0.9758694489220956,0.7931393098408395,0.8180781043939783,-1.5973034316811354,-0.5475771855040708,-0.1761069331481943,-0.5512038300808045,0,1600185,8.1828125
1329,1,1.7,0,5,1,23,0.6,198,8,6,380,682,2308,11,10,9,1,1,0,1,0.20596353908006326,0.21788423666558757,0.15908825032734747,-0.4986721380667558,0.34073950535281977,1.6318080878327055,1.5212493854529545,-0.6459887934933469,-0.5975344030364009,-1.3180441028191863,0.1694731570530763,-0.310171078630422,0.9719174028895778,-0.36814045243855786,2,259160,11.95390625
829,0,0.5,0,0,0,56,0.6,129,7,1,91,1916,820,12,6,11,1,0,1,0,-0.9321892273974103,-1.253064196519815,-0.9928903907106499,1.3203938605186571,0.34073950535281977,-0.3178509321055929,1.0840459408623655,-1.4706904320652185,-1.2489196591490792,1.537833257636984,-1.2026372625901944,-0.07276497175677328,0.053497934059360104,-0.002013697154064573,0,174356,8.30078125
808,1,0.5,1,3,0,46,0.5,105,8,15,119,529,1082,15,5,10,1,0,1,0,-0.9799916435894642,-1.253064196519815,-0.3017032060878515,0.7691617397351987,-0.006069151494834045,-0.9959931999102184,1.5212493854529545,0.838474155936022,-1.1858096689374702,-1.672135866311726,-0.9610425516046186,0.6394533488641729,-0.1761069331481943,-0.18507707479631122,0,62951,9.556640625
1741,1,1.8,0,0,0,14,0.7,143,8,0,730,1895,3387,11,3,3,1,0,0,3,1.1438014186575014,0.3404632727643712,-0.9928903907106499,-0.9947810467718684,0.6875481622004737,0.07773205744710533,1.5212493854529545,-1.635630759779593,0.19134047460871112,1.489232427353694,1.1644376347379481,-0.310171078630422,-0.6353166675633032,-1.4665207182920377,3,1383350,13.1076171875
994,0,1.2,1,4,0,40,0.9,164,2,17,296,839,3104,17,7,11,0,0,0,2,-0.556598814459844,-0.3950109438283302,-0.07130747788025202,0.4384224672651236,1.3811654758957816,0.6711065417761527,-1.1019712820905798,1.1683548113647708,-0.7868643736712279,-0.9546950383203057,0.9034784621848261,1.1142655626114704,0.2831028012669145,-0.002013697154064573,3,248344,6.23125
1849,1,2.3,0,7,1,15,0.4,144,5,19,606,1123,3447,14,11,19,1,0,1,3,1.3896424162166359,0.9533584532582887,0.6198797067425464,-0.9396578346935226,-0.3528778083424879,0.10598798527229807,0.20963905168118738,1.4982354667935194,-0.08814662489984286,-0.2974266668701012,1.21976466778808,0.40204724199052416,1.2015222700971322,1.4624933239839086,3,680538,10.6662109375
1811,1,2.0,0,3,1,22,0.2,82,2,8,358,614,2847,9,2,4,1,0,1,2,1.3031428059643477,0.5856213449619383,-0.3017032060878515,-0.5537953501451016,-1.0464951220377958,-1.6458795398896513,-1.1019712820905798,-0.31610813806459825,-0.6471208239169508,-1.4754182199269819,0.6664943372867611,-0.7849832923777195,-0.8649215347708576,-1.2834573406497911,2,219812,6.7802734375
733,0,2.1,0,5,1,7,0.2,174,7,10,445,1409,1403,15,8,2,1,1,0,0,-1.1507145585610852,0.7082003810607219,0.15908825032734747,-1.3806435313202894,-1.0464951220377958,0.95366582002808,1.0840459408623655,0.013772517364150388,-0.4510290686165944,0.36447035508327374,-0.665042924786413,0.6394533488641729,0.5127076684744689,-1.6495840959342845,1,627005,10.4701171875
765,1,2.5,0,3,0,44,0.3,88,8,11,1364,1851,2256,6,1,19,0,1,1,2,-1.077872781506527,1.198516525455856,-0.3017032060878515,0.658915315578507,-0.6996864651901419,-1.4763439729384948,1.5212493854529545,0.17871284507852472,1.6203309672572856,1.3874021162839443,0.12152306174296201,-1.4972016129986656,-1.094526401978412,1.4624933239839086,2,2524764,12.703125
1872,1,0.9,1,0,0,16,0.5,80,2,2,286,1484,2295,15,11,16,0,0,1,2,1.4419974434745997,-0.7627480521246808,-0.9928903907106499,-0.8845346226151768,-0.006069151494834045,-1.7023913955400367,-1.1019712820905798,-1.3057501043508444,-0.8094036558896596,0.5380447489521658,0.15748563322554773,0.6394533488641729,1.2015222700971322,0.9133031910571687,2,424424,5.1412109375
993,1,2.3,1,0,0,16,0.4,106,7,13,424,1639,1113,14,1,6,0,0,1,0,-0.5588751199927989,0.9533584532582887,-0.9928903907106499,-0.8845346226151768,-0.3528778083424879,-0.9677372720850257,1.0840459408623655,0.5085935005072734,-0.4983615612753011,0.896765162947876,-0.9324569178620504,0.40204724199052416,-1.094526401978412,-0.9173305853652978,1,694936,10.3869140625
1853,0,0.5,1,1,0,27,0.3,197,6,13,985,1005,1973,10,2,8,1,0,1,2,1.3987476383484556,-1.253064196519815,-0.7624946625030504,-0.2781792897533724,-0.6996864651901419,1.6035521600075127,0.6468424962717764,0.5085935005072734,0.7660921711787213,-0.570517046557158,-0.13943611081016005,-0.5475771855040708,-0.8649215347708576,-0.5512038300808045,1,989925,8.4267578125
1136,1,1.6,0,15,0,32,0.5,150,6,19,961,1030,3210,10,3,8,1,1,1,3,-0.23336342878024152,0.0953052005668042,2.4630455324033425,-0.002563229361643179,-0.006069151494834045,0.2755235522234544,0.6468424962717764,1.4982354667935194,0.7119978938544851,-0.5126589152675274,1.001222887240059,-0.5475771855040708,-0.6353166675633032,-0.5512038300808045,3,989830,10.734765625
1149,1,2.2,0,4,0,30,0.2,106,6,5,1617,1675,3755,17,14,8,1,0,0,3,-0.2037714568518272,0.8307794171595057,-0.07130747788025202,-0.11280965351833487,-1.0464951220377958,-0.9677372720850257,0.6468424962717764,-0.8109291212077213,2.1905748073836095,0.9800808720049442,1.503776770778757,1.1142655626114704,1.8903368717197957,-0.5512038300808045,3,2708475,11.8669921875
719,1,0.5,1,0,1,23,0.4,113,6,9,431,1727,3990,14,9,12,1,1,1,3,-1.1825828360224544,-1.253064196519815,-0.9928903907106499,-0.4986721380667558,-0.3528778083424879,-0.7699457773086765,0.6468424962717764,-0.15116781035022395,-0.4825840637223989,1.100425785087376,1.7204743168917735,0.40204724199052416,0.7423125356820234,0.18104968048818207,3,744337,10.396484375
891,0,0.5,1,9,1,25,0.3,196,2,19,375,1724,2073,7,1,10,1,0,1,1,-0.7910582843542036,-1.253064196519815,1.0806711631577455,-0.38842571391006414,-0.6996864651901419,1.57529623218232,-1.1019712820905798,1.4982354667935194,-0.6088040441456168,1.0934828093326203,-0.04722438905994025,-1.259795506125017,-1.094526401978412,-0.18507707479631122,1,646500,4.5244140625
733,1,0.6,1,0,0,63,0.3,105,7,10,950,1739,984,17,4,9,1,0,1,0,-1.1507145585610852,-1.1304851604210315,-0.9928903907106499,1.706256345067078,-0.6996864651901419,-0.9959931999102184,1.0840459408623655,0.013772517364150388,0.6872046834142101,1.1281976881063986,-1.051410038919834,1.1142655626114704,-0.4057118003557487,-0.36814045243855786,0,1652050,8.5609375
1911,1,2.0,0,7,1,64,0.6,163,8,8,1795,1958,3872,9,8,11,1,1,0,3,1.5307733592598425,0.5856213449619383,0.6198797067425464,1.761379557145424,0.34073950535281977,0.6428506139509599,1.5212493854529545,-0.31610813806459825,2.591774030871695,1.6350349182035635,1.6116644852265143,-0.7849832923777195,0.5127076684744689,-0.002013697154064573,3,3514610,13.78125
1946,0,2.7,1,8,0,8,0.3,123,8,19,647,1849,3117,6,0,2,1,0,0,3,1.6104440529132658,1.4436745976534233,0.8502754349501459,-1.3255203192419436,-0.6996864651901419,-0.48738649905674925,1.5212493854529545,1.4982354667935194,0.00426443219572741,1.3827734657807738,0.9154659860123546,-1.4972016129986656,-1.3241312691859664,-1.6495840959342845,3,1196303,13.7439453125
550,1,0.5,0,16,1,23,0.1,145,2,17,486,1930,302,18,5,8,1,0,0,0,-1.5672784710918406,-1.253064196519815,2.6934412606109417,-0.4986721380667558,-1.3933037788854497,0.13424391309749079,-1.1019712820905798,1.1683548113647708,-0.3586180115210241,1.5702338111591772,-1.6802939812563331,1.351671669485119,-0.1761069331481943,-0.5512038300808045,0,937980,2.794921875
1230,1,1.6,0,0,1,48,0.7,111,7,2,1960,1963,1622,18,17,16,1,1,1,2,-0.0193907086824765,0.0953052005668042,-0.9928903907106499,0.8794081638918904,0.6875481622004737,-0.826457632959062,1.0840459408623655,-1.3057501043508444,2.963672187475819,1.6466065444614897,-0.4630992541534316,1.351671669485119,2.579151473342459,0.9133031910571687,1,3847480,10.183984375
576,0,0.8,0,0,1,27,0.1,121,2,4,757,1518,1519,18,6,8,1,0,1,1,-1.508094527235012,-0.8853270882234643,-0.9928903907106499,-0.2781792897533724,-1.3933037788854497,-0.5438983547071348,-1.1019712820905798,-0.9758694489220956,0.2521965365984769,0.6167318075060635,-0.558077327556158,1.351671669485119,0.053497934059360104,-0.5512038300808045,1,1149126,4.2833984375
1577,0,1.0,1,0,1,64,0.1,105,3,7,116,1432,2967,7,3,7,1,1,1,3,0.7704873112528902,-0.6401690160258973,-0.9928903907106499,1.761379557145424,-1.3933037788854497,-0.9959931999102184,-0.6647678374999907,-0.4810484657789726,-1.1925714536029999,0.41769983586973397,0.7771484033870248,-1.259795506125017,-0.6353166675633032,-0.7342672077230512,2,166112,6.8974609375
1760,0,1.9,0,1,1,50,0.8,198,1,2,273,1704,2549,10,8,4,1,1,0,2,1.1870512237836455,0.4630423088631546,-0.7624946625030504,0.9896545880485821,1.0343568190481278,1.6318080878327055,-1.5391747266811688,-1.3057501043508444,-0.838704722773621,1.0471963043009158,0.3917034064711061,-0.5475771855040708,0.5127076684744689,-1.2834573406497911,2,465192,5.3892578125
1514,1,1.4,0,3,1,12,0.6,138,3,4,306,538,1037,15,3,15,1,0,1,0,0.6270800626767284,-0.14985287163076313,-0.3017032060878515,-1.1050274709285601,0.34073950535281977,-0.06354758167885831,-0.6647678374999907,-0.9758694489220956,-0.764325091452796,-1.651306939047459,-1.0025378263922176,0.6394533488641729,-0.6353166675633032,0.7302398134149221,0,164628,5.4126953125
969,0,2.4,0,0,0,45,0.3,124,7,0,491,589,404,18,5,19,1,0,1,0,-0.6135064527837177,1.0759374893570723,-0.9928903907106499,0.7140385276568528,-0.6996864651901419,-0.45913057123155654,1.0840459408623655,-1.635630759779593,-0.34734837041180827,-1.5332763512166125,-1.586238025071109,1.351671669485119,-0.1761069331481943,1.4624933239839086,0,289199,9.79453125
579,1,2.5,0,3,0,7,1.0,89,8,10,808,1517,2908,12,4,11,0,0,1,2,-1.501265610636147,1.198516525455856,-0.3017032060878515,-1.3806435313202894,1.7279741327434355,-1.448088045113302,1.5212493854529545,0.013772517364150388,0.36714687591247896,0.6144174822544783,0.7227434875543952,-0.07276497175677328,-0.4057118003557487,-0.002013697154064573,2,1225736,13.33984375
1160,0,1.1,0,1,1,63,0.7,166,3,2,762,859,595,18,4,15,1,0,1,0,-0.1787320959893228,-0.5175899799271135,-0.7624946625030504,1.706256345067078,0.6875481622004737,0.7276183974265381,-0.6647678374999907,-1.3057501043508444,0.2634661777076928,-0.9084085332886012,-1.410113636528189,1.351671669485119,-0.4057118003557487,0.7302398134149221,0,654558,4.6810546875
574,1,3.0,0,1,1,30,0.9,126,2,3,94,1334,1167,5,3,19,1,0,0,0,-1.512647138300922,1.8114117059497739,-0.7624946625030504,-0.11280965351833487,1.3811654758957816,-0.40261871558117107,-1.1019712820905798,-1.14080977663647,-1.2421578744835498,0.19089596121438174,-0.8826625881169318,-1.7346077198723144,-0.6353166675633032,1.4624933239839086,1,125396,6.1396484375
827,0,1.1,1,2,1,18,0.9,160,2,16,448,821,1663,14,0,17,1,1,1,0,-0.9367418384633202,-0.5175899799271135,-0.532098934295451,-0.7742881984584851,1.3811654758957816,0.5580828304753818,-1.1019712820905798,1.0034144836503964,-0.4442672839510649,-0.9963528928488398,-0.4252924482358415,0.40204724199052416,-1.3241312691859664,1.0963665686994153,1,367808,4.7240234375
1072,1,2.2,1,6,0,19,0.4,114,8,16,380,877,2715,15,9,16,0,1,0,2,-0.3790469828893582,0.8307794171595057,0.38948397853494693,-0.7191649863801393,-0.3528778083424879,-0.7416898494834838,1.5212493854529545,1.0034144836503964,-0.5975344030364009,-0.8667506787600671,0.544774864576471,0.6394533488641729,0.7423125356820234,0.9133031910571687,2,333260,12.8513671875
1786,0,0.5,0,9,1,58,0.7,161,7,10,231,1671,2764,9,3,7,1,1,1,3,1.2462351676404742,-1.253064196519815,1.0806711631577455,1.430640284675349,0.6875481622004737,0.5863387583005745,1.0840459408623655,0.013772517364150388,-0.9333697080910344,0.9708235709986033,0.5899586082340786,-0.7849832923777195,-0.6353166675633032,-0.7342672077230512,2,386001,10.19921875
843,0,1.3,1,1,0,16,0.9,119,7,4,593,732,1734,17,8,14,0,0,1,1,-0.9003209499360411,-0.2724319077295465,-0.7624946625030504,-0.8845346226151768,1.3811654758957816,-0.6004102103575202,1.0840459408623655,-0.9758694489220956,-0.11744769178380417,-1.2023278402399251,-0.3598221257931854,1.1142655626114704,0.5127076684744689,0.5471764357726754,1,434076,9.993359375
774,1,0.6,1,2,1,8,0.4,136,1,4,1713,1865,2614,7,0,14,1,1,1,2,-1.0573860317099324,-1.1304851604210315,-0.532098934295451,-1.3255203192419436,-0.3528778083424879,-0.12005943732924378,-1.5391747266811688,-0.9758694489220956,2.4069519166805544,1.4198026698061375,0.4516410256087489,-1.259795506125017,-1.3241312691859664,0.5471764357726754,2,3194745,4.152734375
1492,1,1.5,0,5,0,11,0.9,85,3,7,1684,1746,2259,14,12,19,0,1,1,3,0.5770013409517196,-0.027273835531979467,0.15908825032734747,-1.160150683006906,1.3811654758957816,-1.561111756414073,-0.6647678374999907,-0.4810484657789726,2.3415879982471024,1.1443979648674953,0.1242894133954686,0.40204724199052416,1.4311271373046865,1.4624933239839086,2,2940264,6.7060546875
819,1,2.5,1,0,1,11,0.2,83,8,1,438,822,1094,10,5,15,1,0,0,0,-0.9549522827269598,1.198516525455856,-0.9928903907106499,-1.160150683006906,-1.0464951220377958,-1.6176236120644585,1.5212493854529545,-1.4706904320652185,-0.4668065661694967,-0.9940385675972546,-0.9499771449945922,-0.5475771855040708,-0.1761069331481943,0.7302398134149221,0,360036,11.568359375
1807,1,2.9,0,0,0,16,0.2,125,3,0,1221,1415,2921,8,5,17,0,1,0,3,1.294037583832528,1.6888326698509901,-0.9928903907106499,-0.8845346226151768,-1.0464951220377958,-0.4308746434063638,-0.6647678374999907,-1.635630759779593,1.2980192315337111,0.37835630659278513,0.7347310113819238,-1.0223893992513682,-0.1761069331481943,1.0963665686994153,2,1727715,8.7525390625
1042,0,2.2,0,15,1,11,0.6,139,5,16,68,1018,2826,18,0,2,1,0,0,2,-0.44733614887800655,0.8307794171595057,2.4630455324033425,-1.160150683006906,0.34073950535281977,-0.03529165385366558,0.20963905168118738,1.0034144836503964,-1.3007600082514723,-0.54043081828655,0.647129875719215,1.351671669485119,-1.3241312691859664,-1.6495840959342845,2,69224,9.959765625
